Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier,Delivery_Delay,Fulfillment_Status,High_Value_Order,NetRevenue,Customer_Segmentation
ORD1201,CUST250,Home & Kitchen,UPI,1789.25,5,5,6,4.0,No,Tier 1,1,Unknown Status,No,1699.79,Loyal & Satisfied
ORD1202,CUST330,Beauty,DEBIT CARD,1925.59,10,5,9,5.0,Yes,Tier 1,4,Severe Delay,No,1733.03,Standard Order
ORD1203,CUST336,Electronics,UPI,3378.45,20,4,4,4.0,No,Tier 1,0,On-Time,No,2702.76,Loyal & Satisfied
ORD1204,CUST242,Electronics,DEBIT CARD,237.23,10,2,3,2.0,No,Tier 1,1,Unknown Status,No,213.51,Standard Order
ORD1205,CUST270,Home & Kitchen,UPI,2667.32,0,4,5,3.0,Yes,Tier 2,1,Unknown Status,No,2667.32,Standard Order
ORD1206,CUST128,Home & Kitchen,DEBIT CARD,1098.97,10,5,4,5.0,No,Tier 1,-1,Early,No,989.07,Loyal & Satisfied
ORD1207,CUST135,Books,UPI,1401.38,0,4,4,3.0,No,Tier 2,0,On-Time,No,1401.38,Standard Order
ORD1208,CUST112,Electronics,CASH ON DELIVERY,1440.98,30,5,5,1.0,No,Tier 1,0,On-Time,No,1008.69,Standard Order
ORD1209,CUST259,Books,UPI,2256.41,0,6,6,4.0,No,Tier 1,0,On-Time,No,2256.41,Loyal & Satisfied
ORD1210,CUST170,Electronics,UPI,686.69,10,7,14,3.0,Yes,Tier 1,7,Severe Delay,No,618.02,Standard Order
ORD1211,CUST286,Electronics,CREDIT CARD,1784.84,10,2,3,5.0,No,Tier 3,1,Unknown Status,No,1606.36,Loyal & Satisfied
ORD1212,CUST342,Electronics,UPI,1102.4,50,6,7,4.0,Yes,Tier 1,1,Unknown Status,No,551.2,High Risk Transaction
ORD1213,CUST185,Books,CREDIT CARD,2092.33,0,3,10,2.0,No,Tier 2,7,Severe Delay,No,2092.33,Standard Order
ORD1214,CUST127,Home & Kitchen,UPI,5793.58,0,4,4,5.0,No,Tier 1,0,On-Time,Yes,5793.58,Loyal & Satisfied
ORD1215,CUST165,Fashion,CREDIT CARD,468.75,0,3,5,3.0,No,Tier 1,2,Unknown Status,No,468.75,Standard Order
ORD1216,CUST269,Fashion,CASH ON DELIVERY,6476.49,0,4,4,3.0,No,Tier 1,0,On-Time,Yes,6476.49,Standard Order
ORD1217,CUST144,Beauty,CREDIT CARD,312.93,5,7,9,3.0,No,Tier 1,2,Unknown Status,No,297.28,Standard Order
ORD1218,CUST161,Fashion,UPI,202.78,15,6,6,1.0,No,Tier 1,0,On-Time,No,172.36,Standard Order
ORD1219,CUST284,Books,CASH ON DELIVERY,254.2,5,7,11,4.0,No,Tier 1,4,Severe Delay,No,241.49,Standard Order
ORD1220,CUST344,Fashion,DEBIT CARD,701.86,0,5,5,2.0,Yes,Tier 2,0,On-Time,No,701.86,Standard Order
ORD1221,CUST233,Fashion,DEBIT CARD,1095.24,20,7,7,3.0,No,Tier 1,0,On-Time,No,876.19,Standard Order
ORD1222,CUST127,Fashion,CREDIT CARD,285.83,5,7,8,3.0,No,Tier 2,1,Unknown Status,No,271.54,Standard Order
ORD1223,CUST127,Fashion,CREDIT CARD,206.82,5,5,5,4.0,Yes,Tier 1,0,On-Time,No,196.48,Standard Order
ORD1224,CUST207,Home & Kitchen,UPI,3519.28,5,4,5,5.0,No,Tier 2,1,Unknown Status,No,3343.32,Loyal & Satisfied
ORD1225,CUST143,Fashion,UPI,2270.67,50,5,5,2.0,No,Tier 2,0,On-Time,No,1135.34,Standard Order
ORD1226,CUST183,Electronics,UPI,2187.73,0,6,7,3.0,No,Tier 1,1,Unknown Status,No,2187.73,Standard Order
ORD1227,CUST129,Beauty,UPI,1095.24,30,7,7,3.0,No,Tier 1,0,On-Time,No,766.67,Standard Order
ORD1228,CUST289,Fashion,UPI,1644.9,20,5,4,2.0,No,Tier 2,-1,Early,No,1315.92,Standard Order
ORD1229,CUST174,Fashion,CASH ON DELIVERY,332.32,0,7,7,4.0,No,Tier 3,0,On-Time,No,332.32,Standard Order
ORD1230,CUST227,Beauty,CREDIT CARD,811.19,50,6,6,4.0,No,Tier 1,0,On-Time,No,405.6,Standard Order
ORD1231,CUST349,Home & Kitchen,CASH ON DELIVERY,1741.13,5,3,3,2.0,Yes,Tier 1,0,On-Time,No,1654.07,Standard Order
ORD1232,CUST346,Electronics,UPI,594.76,0,6,6,3.0,No,Tier 3,0,On-Time,No,594.76,Standard Order
ORD1233,CUST191,Beauty,CASH ON DELIVERY,1595.42,20,2,2,2.0,No,Tier 1,0,On-Time,No,1276.34,Standard Order
ORD1234,CUST316,Home & Kitchen,CASH ON DELIVERY,229.76,15,2,1,4.0,No,Tier 2,-1,Early,No,195.3,Standard Order
ORD1235,CUST330,Fashion,CASH ON DELIVERY,638.58,15,2,2,2.0,No,Tier 1,0,On-Time,No,542.79,Standard Order
ORD1236,CUST289,Electronics,UPI,1155.89,0,7,9,4.0,Yes,Tier 1,2,Unknown Status,No,1155.89,Standard Order
ORD1237,CUST324,Books,CASH ON DELIVERY,1399.9,10,4,4,4.0,No,Tier 2,0,On-Time,No,1259.91,Loyal & Satisfied
ORD1238,CUST228,Home & Kitchen,UPI,1232.58,20,4,4,3.0,No,Tier 2,0,On-Time,No,986.06,Standard Order
ORD1239,CUST220,Fashion,UPI,1635.83,5,4,5,4.0,Yes,Tier 1,1,Unknown Status,No,1554.04,Standard Order
ORD1240,CUST126,Beauty,CASH ON DELIVERY,207.33,5,7,7,5.0,No,Tier 2,0,On-Time,No,196.96,Standard Order
ORD1241,CUST289,Books,UPI,327.69,0,6,7,4.0,Yes,Tier 2,1,Unknown Status,No,327.69,Standard Order
ORD1242,CUST220,Electronics,DEBIT CARD,2638.56,0,4,4,2.0,No,Tier 2,0,On-Time,No,2638.56,Standard Order
ORD1243,CUST215,Fashion,UPI,1573.9,30,3,3,3.0,No,Tier 1,0,On-Time,No,1101.73,Standard Order
ORD1244,CUST304,Electronics,CASH ON DELIVERY,343.8,10,2,1,5.0,No,Tier 2,-1,Early,No,309.42,Standard Order
ORD1245,CUST332,Home & Kitchen,DEBIT CARD,2414.76,50,6,7,4.0,No,Tier 2,1,Unknown Status,No,1207.38,Loyal & Satisfied
ORD1246,CUST102,Electronics,DEBIT CARD,532.85,5,2,3,4.0,No,Tier 2,1,Unknown Status,No,506.21,Standard Order
ORD1247,CUST202,Home & Kitchen,UPI,980.7,15,4,3,5.0,No,Tier 2,-1,Early,No,833.6,Standard Order
ORD1248,CUST297,Books,DEBIT CARD,388.26,5,6,6,5.0,No,Tier 1,0,On-Time,No,368.85,Standard Order
ORD1249,CUST299,Beauty,UPI,1685.9,5,5,12,5.0,No,Tier 2,7,Severe Delay,No,1601.6,Loyal & Satisfied
ORD1250,CUST254,Fashion,UPI,1519.01,0,3,3,2.0,No,Tier 2,0,On-Time,No,1519.01,Standard Order
ORD1251,CUST236,Books,CREDIT CARD,484.56,5,4,4,4.0,Yes,Tier 1,0,On-Time,No,460.33,Standard Order
ORD1252,CUST161,Electronics,UPI,2588.84,10,4,8,4.0,No,Tier 1,4,Severe Delay,No,2329.96,Loyal & Satisfied
ORD1253,CUST264,Books,DEBIT CARD,815.61,50,3,4,4.0,No,Tier 1,1,Unknown Status,No,407.8,Standard Order
ORD1254,CUST324,Electronics,UPI,615.25,15,3,3,4.0,Yes,Tier 2,0,On-Time,No,522.96,Standard Order
ORD1255,CUST150,Fashion,UPI,398.32,0,5,6,2.0,No,Tier 1,1,Unknown Status,No,398.32,Standard Order
ORD1256,CUST333,Books,CREDIT CARD,571.37,0,4,6,4.0,No,Tier 2,2,Unknown Status,No,571.37,Standard Order
ORD1257,CUST271,Electronics,DEBIT CARD,226.73,0,7,7,4.0,Yes,Tier 3,0,On-Time,No,226.73,Standard Order
ORD1258,CUST251,Electronics,CREDIT CARD,1250.34,10,4,4,2.0,No,Tier 2,0,On-Time,No,1125.31,Standard Order
ORD1259,CUST306,Home & Kitchen,DEBIT CARD,2415.95,20,2,2,4.0,No,Tier 3,0,On-Time,No,1932.76,Loyal & Satisfied
ORD1260,CUST158,Home & Kitchen,UPI,1155.49,30,6,13,2.0,No,Tier 3,7,Severe Delay,No,808.84,Standard Order
ORD1261,CUST217,Home & Kitchen,CREDIT CARD,497.04,0,6,7,3.0,No,Tier 1,1,Unknown Status,No,497.04,Standard Order
ORD1262,CUST259,Home & Kitchen,CASH ON DELIVERY,241.1,10,2,1,1.0,No,Tier 2,-1,Early,No,216.99,Standard Order
ORD1263,CUST195,Fashion,DEBIT CARD,489.92,10,6,8,3.0,No,Tier 1,2,Unknown Status,No,440.93,Standard Order
ORD1264,CUST315,Fashion,CASH ON DELIVERY,845.67,15,3,3,4.0,No,Tier 3,0,On-Time,No,718.82,Standard Order
ORD1265,CUST332,Fashion,CREDIT CARD,1910.6,10,6,5,4.0,Yes,Tier 1,-1,Early,No,1719.54,Standard Order
ORD1266,CUST279,Electronics,CASH ON DELIVERY,449.67,15,6,6,4.0,Yes,Tier 3,0,On-Time,No,382.22,Standard Order
ORD1267,CUST212,Beauty,CASH ON DELIVERY,1726.67,15,2,2,5.0,No,Tier 2,0,On-Time,No,1467.67,Loyal & Satisfied
ORD1268,CUST161,Home & Kitchen,CREDIT CARD,2620.29,0,5,7,3.0,No,Tier 2,2,Unknown Status,No,2620.29,Standard Order
ORD1269,CUST340,Fashion,UPI,926.05,20,6,6,2.0,No,Tier 1,0,On-Time,No,740.84,Standard Order
ORD1270,CUST285,Fashion,CASH ON DELIVERY,2267.34,0,7,9,5.0,No,Tier 1,2,Unknown Status,No,2267.34,Loyal & Satisfied
ORD1271,CUST151,Beauty,CASH ON DELIVERY,1170.69,15,6,6,2.0,No,Tier 2,0,On-Time,No,995.09,Standard Order
ORD1272,CUST111,Electronics,UPI,1416.32,10,5,4,4.0,Yes,Tier 1,-1,Early,No,1274.69,Standard Order
ORD1273,CUST138,Home & Kitchen,CASH ON DELIVERY,1096.56,10,2,9,5.0,No,Tier 3,7,Severe Delay,No,986.9,Loyal & Satisfied
ORD1274,CUST229,Fashion,CASH ON DELIVERY,946.49,30,5,5,4.0,Yes,Tier 1,0,On-Time,No,662.54,High Risk Transaction
ORD1275,CUST230,Home & Kitchen,CASH ON DELIVERY,520.91,30,2,2,4.0,No,Tier 2,0,On-Time,No,364.64,Standard Order
ORD1276,CUST212,Electronics,UPI,633.5,20,3,3,2.0,No,Tier 1,0,On-Time,No,506.8,Standard Order
ORD1277,CUST200,Beauty,UPI,610.94,10,2,4,3.0,No,Tier 2,2,Unknown Status,No,549.85,Standard Order
ORD1278,CUST212,Beauty,CASH ON DELIVERY,1194.18,15,3,3,4.0,No,Tier 2,0,On-Time,No,1015.05,Loyal & Satisfied
ORD1279,CUST283,Home & Kitchen,UPI,353.34,10,3,3,3.0,No,Tier 1,0,On-Time,No,318.01,Standard Order
ORD1280,CUST180,Home & Kitchen,DEBIT CARD,3183.69,30,2,1,5.0,No,Tier 1,-1,Early,No,2228.58,Loyal & Satisfied
ORD1281,CUST286,Beauty,DEBIT CARD,1730.37,10,7,7,1.0,No,Tier 1,0,On-Time,No,1557.33,Standard Order
ORD1282,CUST212,Home & Kitchen,CASH ON DELIVERY,815.89,50,4,5,4.0,Yes,Tier 2,1,Unknown Status,No,407.94,High Risk Transaction
ORD1283,CUST101,Electronics,UPI,407.26,30,2,2,4.0,No,Tier 2,0,On-Time,No,285.08,Standard Order
ORD1284,CUST229,Home & Kitchen,UPI,2764.41,15,6,6,4.0,No,Tier 2,0,On-Time,No,2349.75,Loyal & Satisfied
ORD1285,CUST319,Home & Kitchen,UPI,2283.21,5,7,7,3.0,No,Tier 2,0,On-Time,No,2169.05,Standard Order
ORD1286,CUST153,Fashion,UPI,1734.96,0,7,7,3.0,Yes,Tier 1,0,On-Time,No,1734.96,Standard Order
ORD1287,CUST186,Home & Kitchen,DEBIT CARD,580.2,30,6,10,5.0,No,Tier 1,4,Severe Delay,No,406.14,Standard Order
ORD1288,CUST328,Beauty,UPI,817.89,0,4,4,2.0,No,Tier 1,0,On-Time,No,817.89,Standard Order
ORD1289,CUST323,Beauty,UPI,330.1,30,7,14,5.0,No,Tier 1,7,Severe Delay,No,231.07,Standard Order
ORD1290,CUST324,Fashion,UPI,451.44,10,3,3,4.0,Yes,Tier 3,0,On-Time,No,406.3,Standard Order
ORD1291,CUST228,Electronics,UPI,2033.52,10,4,4,4.0,Yes,Tier 3,0,On-Time,No,1830.17,Standard Order
ORD1292,CUST246,Beauty,UPI,1706.48,30,6,8,4.0,No,Tier 1,2,Unknown Status,No,1194.54,Loyal & Satisfied
ORD1293,CUST225,Books,CREDIT CARD,1280.16,15,4,4,3.0,No,Tier 2,0,On-Time,No,1088.14,Standard Order
ORD1294,CUST229,Electronics,UPI,2912.89,10,2,3,4.0,No,Tier 3,1,Unknown Status,No,2621.6,Loyal & Satisfied
ORD1295,CUST152,Beauty,UPI,1250.37,10,4,11,5.0,No,Tier 1,7,Severe Delay,No,1125.33,Loyal & Satisfied
ORD1296,CUST271,Beauty,UPI,955.01,5,3,2,3.0,No,Tier 1,-1,Early,No,907.26,Standard Order
ORD1297,CUST317,Fashion,UPI,699.29,20,2,1,4.0,No,Tier 1,-1,Early,No,559.43,Standard Order
ORD1298,CUST259,Home & Kitchen,UPI,3585.1,5,5,6,4.0,No,Tier 2,1,Unknown Status,No,3405.84,Loyal & Satisfied
ORD1299,CUST297,Fashion,UPI,303.61,30,6,6,2.0,No,Tier 3,0,On-Time,No,212.53,Standard Order
ORD1300,CUST259,Electronics,UPI,3406.42,30,6,6,3.0,Yes,Tier 2,0,On-Time,No,2384.49,High Risk Transaction
ORD1301,CUST346,Fashion,UPI,2303.38,5,4,3,4.0,Yes,Tier 1,-1,Early,No,2188.21,Standard Order
ORD1302,CUST167,Books,UPI,367.02,15,7,6,3.0,No,Tier 1,-1,Early,No,311.97,Standard Order
ORD1303,CUST282,Electronics,UPI,1198.85,10,2,3,5.0,Yes,Tier 2,1,Unknown Status,No,1078.96,Standard Order
ORD1304,CUST302,Fashion,CASH ON DELIVERY,2616.82,5,5,4,5.0,No,Tier 3,-1,Early,No,2485.98,Loyal & Satisfied
ORD1305,CUST283,Fashion,CREDIT CARD,1217.82,50,2,2,3.0,Yes,Tier 2,0,On-Time,No,608.91,High Risk Transaction
ORD1306,CUST222,Fashion,DEBIT CARD,3052.77,0,6,7,2.0,No,Tier 2,1,Unknown Status,No,3052.77,Standard Order
ORD1307,CUST244,Beauty,CREDIT CARD,3637.3,5,2,2,4.0,No,Tier 1,0,On-Time,Yes,3455.44,Loyal & Satisfied
ORD1308,CUST137,Fashion,CASH ON DELIVERY,858.62,10,5,4,3.0,No,Tier 3,-1,Early,No,772.76,Standard Order
ORD1309,CUST123,Fashion,DEBIT CARD,768.45,10,7,8,4.0,Yes,Tier 2,1,Unknown Status,No,691.6,Standard Order
ORD1310,CUST168,Home & Kitchen,UPI,3504.68,10,4,3,3.0,No,Tier 1,-1,Early,No,3154.21,Standard Order
ORD1311,CUST215,Fashion,CASH ON DELIVERY,1549.23,20,3,4,4.0,No,Tier 2,1,Unknown Status,No,1239.38,Loyal & Satisfied
ORD1312,CUST197,Electronics,UPI,347.99,15,2,4,4.0,No,Tier 1,2,Unknown Status,No,295.79,Standard Order
ORD1313,CUST297,Fashion,UPI,251.85,15,3,3,3.0,Yes,Tier 1,0,On-Time,No,214.07,Standard Order
ORD1314,CUST313,Electronics,CASH ON DELIVERY,1197.87,0,6,6,3.0,No,Tier 1,0,On-Time,No,1197.87,Standard Order
ORD1315,CUST238,Electronics,UPI,3394.05,5,4,4,3.0,No,Tier 1,0,On-Time,No,3224.35,Standard Order
ORD1316,CUST339,Fashion,CASH ON DELIVERY,2431.39,5,4,4,3.0,No,Tier 1,0,On-Time,No,2309.82,Standard Order
ORD1317,CUST243,Fashion,CASH ON DELIVERY,1551.85,5,2,4,4.0,No,Tier 1,2,Unknown Status,No,1474.26,Loyal & Satisfied
ORD1318,CUST196,Beauty,UPI,379.75,10,7,9,5.0,Yes,Tier 2,2,Unknown Status,No,341.78,Standard Order
ORD1319,CUST300,Fashion,DEBIT CARD,552.01,0,4,4,3.0,No,Tier 2,0,On-Time,No,552.01,Standard Order
ORD1320,CUST223,Home & Kitchen,CREDIT CARD,2700.25,5,2,3,4.0,No,Tier 1,1,Unknown Status,No,2565.24,Loyal & Satisfied
ORD1321,CUST286,Home & Kitchen,UPI,442.26,5,2,6,4.0,No,Tier 1,4,Severe Delay,No,420.15,Standard Order
ORD1322,CUST169,Electronics,CASH ON DELIVERY,591.61,30,3,10,3.0,No,Tier 2,7,Severe Delay,No,414.13,Standard Order
ORD1323,CUST307,Home & Kitchen,UPI,366.56,30,4,4,3.0,Yes,Tier 1,0,On-Time,No,256.59,High Risk Transaction
ORD1324,CUST192,Electronics,UPI,1552.82,15,2,2,5.0,No,Tier 1,0,On-Time,No,1319.9,Loyal & Satisfied
ORD1325,CUST102,Beauty,UPI,3658.51,30,3,3,4.0,Yes,Tier 3,0,On-Time,Yes,2560.96,High Risk Transaction
ORD1326,CUST247,Electronics,UPI,575.96,20,5,12,4.0,No,Tier 2,7,Severe Delay,No,460.77,Standard Order
ORD1327,CUST286,Fashion,UPI,974.16,10,3,2,4.0,No,Tier 3,-1,Early,No,876.74,Standard Order
ORD1328,CUST263,Electronics,CREDIT CARD,1407.26,0,3,3,1.0,No,Tier 2,0,On-Time,No,1407.26,Standard Order
ORD1329,CUST246,Beauty,CREDIT CARD,9242.7,20,2,2,4.0,No,Tier 1,0,On-Time,Yes,7394.16,Loyal & Satisfied
ORD1330,CUST189,Fashion,CREDIT CARD,332.86,15,6,6,4.0,No,Tier 2,0,On-Time,No,282.93,Standard Order
ORD1331,CUST294,Home & Kitchen,CREDIT CARD,1028.35,15,6,6,4.0,No,Tier 1,0,On-Time,No,874.1,Standard Order
ORD1332,CUST246,Electronics,CREDIT CARD,783.59,20,7,14,3.0,No,Tier 1,7,Severe Delay,No,626.87,Standard Order
ORD1333,CUST247,Home & Kitchen,CREDIT CARD,2610.29,10,6,5,2.0,Yes,Tier 1,-1,Early,No,2349.26,Standard Order
ORD1334,CUST195,Electronics,UPI,975.44,15,3,3,2.0,No,Tier 3,0,On-Time,No,829.12,Standard Order
ORD1335,CUST298,Beauty,CASH ON DELIVERY,341.16,30,7,6,4.0,No,Tier 1,-1,Early,No,238.81,Standard Order
ORD1336,CUST151,Electronics,UPI,1407.54,5,2,2,3.0,No,Tier 3,0,On-Time,No,1337.16,Standard Order
ORD1337,CUST332,Electronics,CREDIT CARD,1967.69,15,4,4,4.0,No,Tier 3,0,On-Time,No,1672.54,Loyal & Satisfied
ORD1338,CUST260,Electronics,UPI,203.46,10,3,3,1.0,No,Tier 2,0,On-Time,No,183.11,Standard Order
ORD1339,CUST267,Fashion,UPI,2550.43,15,3,3,1.0,No,Tier 2,0,On-Time,No,2167.87,Standard Order
ORD1340,CUST227,Home & Kitchen,UPI,446.99,20,7,7,4.0,No,Tier 2,0,On-Time,No,357.59,Standard Order
ORD1341,CUST138,Electronics,CASH ON DELIVERY,1163.74,0,2,1,4.0,No,Tier 3,-1,Early,No,1163.74,Loyal & Satisfied
ORD1342,CUST181,Books,UPI,845.01,15,5,5,4.0,No,Tier 1,0,On-Time,No,718.26,Standard Order
ORD1343,CUST203,Fashion,CASH ON DELIVERY,1726.08,5,3,10,3.0,No,Tier 2,7,Severe Delay,No,1639.78,Standard Order
ORD1344,CUST228,Fashion,DEBIT CARD,756.66,15,5,9,4.0,No,Tier 2,4,Severe Delay,No,643.16,Standard Order
ORD1345,CUST110,Fashion,UPI,2646.08,10,5,5,2.0,Yes,Tier 3,0,On-Time,No,2381.47,Standard Order
ORD1346,CUST319,Fashion,DEBIT CARD,1773.41,20,6,6,2.0,No,Tier 2,0,On-Time,No,1418.73,Standard Order
ORD1347,CUST284,Home & Kitchen,CREDIT CARD,1095.24,0,2,6,4.0,No,Tier 2,4,Severe Delay,No,1095.24,Standard Order
ORD1348,CUST316,Electronics,CREDIT CARD,2108.98,15,5,4,3.0,No,Tier 2,-1,Early,No,1792.63,Standard Order
ORD1349,CUST277,Electronics,CASH ON DELIVERY,1883.02,5,2,4,3.0,No,Tier 3,2,Unknown Status,No,1788.87,Standard Order
ORD1350,CUST250,Beauty,UPI,243.92,30,6,10,4.0,No,Tier 2,4,Severe Delay,No,170.74,Standard Order
ORD1351,CUST258,Beauty,DEBIT CARD,802.51,30,2,1,4.0,No,Tier 1,-1,Early,No,561.76,Standard Order
ORD1352,CUST321,Fashion,UPI,3405.03,50,3,3,5.0,No,Tier 2,0,On-Time,No,1702.52,Loyal & Satisfied
ORD1353,CUST141,Fashion,CASH ON DELIVERY,361.23,20,5,12,3.0,No,Tier 3,7,Severe Delay,No,288.98,Standard Order
ORD1354,CUST198,Home & Kitchen,CREDIT CARD,1803.16,20,2,2,1.0,No,Tier 2,0,On-Time,No,1442.53,Standard Order
ORD1355,CUST106,Fashion,UPI,4607.22,5,4,3,3.0,No,Tier 3,-1,Early,Yes,4376.86,Standard Order
ORD1356,CUST243,Electronics,UPI,264.33,5,2,2,4.0,No,Tier 1,0,On-Time,No,251.11,Standard Order
ORD1357,CUST189,Electronics,CREDIT CARD,1575.58,10,5,5,4.0,No,Tier 2,0,On-Time,No,1418.02,Loyal & Satisfied
ORD1358,CUST211,Home & Kitchen,DEBIT CARD,957.68,20,6,7,4.0,No,Tier 2,1,Unknown Status,No,766.14,Standard Order
ORD1359,CUST348,Home & Kitchen,CREDIT CARD,1238.65,30,6,7,1.0,No,Tier 3,1,Unknown Status,No,867.06,Standard Order
ORD1360,CUST343,Electronics,UPI,307.05,0,5,12,4.0,Yes,Tier 1,7,Severe Delay,No,307.05,Standard Order
ORD1361,CUST159,Electronics,DEBIT CARD,252.75,30,3,3,1.0,No,Tier 3,0,On-Time,No,176.92,Standard Order
ORD1362,CUST212,Electronics,DEBIT CARD,1519.05,15,3,3,4.0,No,Tier 2,0,On-Time,No,1291.19,Loyal & Satisfied
ORD1363,CUST101,Home & Kitchen,CREDIT CARD,2280.03,15,6,6,5.0,Yes,Tier 1,0,On-Time,No,1938.03,Standard Order
ORD1364,CUST228,Electronics,UPI,2028.0,0,6,6,4.0,No,Tier 1,0,On-Time,No,2028.0,Loyal & Satisfied
ORD1365,CUST147,Electronics,CASH ON DELIVERY,1095.24,0,5,5,4.0,No,Tier 1,0,On-Time,No,1095.24,Standard Order
ORD1366,CUST239,Books,UPI,326.26,10,3,10,4.0,No,Tier 2,7,Severe Delay,No,293.63,Standard Order
ORD1367,CUST296,Electronics,UPI,1597.87,15,6,8,5.0,No,Tier 1,2,Unknown Status,No,1358.19,Loyal & Satisfied
ORD1368,CUST136,Home & Kitchen,CASH ON DELIVERY,532.31,5,3,3,4.0,No,Tier 1,0,On-Time,No,505.69,Standard Order
ORD1369,CUST259,Electronics,DEBIT CARD,3103.87,10,6,7,1.0,No,Tier 3,1,Unknown Status,No,2793.48,Standard Order
ORD1370,CUST346,Electronics,CASH ON DELIVERY,2386.16,30,2,2,4.0,No,Tier 1,0,On-Time,No,1670.31,Loyal & Satisfied
ORD1371,CUST108,Electronics,DEBIT CARD,1682.9,20,4,4,3.0,No,Tier 1,0,On-Time,No,1346.32,Standard Order
ORD1372,CUST332,Home & Kitchen,DEBIT CARD,3767.5,30,7,8,4.0,No,Tier 2,1,Unknown Status,Yes,2637.25,Loyal & Satisfied
ORD1373,CUST198,Beauty,CASH ON DELIVERY,238.31,5,2,2,4.0,No,Tier 2,0,On-Time,No,226.39,Standard Order
ORD1374,CUST246,Books,DEBIT CARD,1799.08,5,7,14,4.0,No,Tier 2,7,Severe Delay,No,1709.13,Loyal & Satisfied
ORD1375,CUST147,Fashion,DEBIT CARD,681.01,15,6,7,3.0,No,Tier 1,1,Unknown Status,No,578.86,Standard Order
ORD1376,CUST307,Home & Kitchen,UPI,3038.19,10,4,4,2.0,No,Tier 2,0,On-Time,No,2734.37,Standard Order
ORD1377,CUST230,Electronics,UPI,572.2,0,4,5,4.0,No,Tier 2,1,Unknown Status,No,572.2,Standard Order
ORD1378,CUST247,Fashion,UPI,1748.55,5,6,6,5.0,No,Tier 1,0,On-Time,No,1661.12,Loyal & Satisfied
ORD1379,CUST251,Beauty,UPI,2721.01,10,6,6,4.0,No,Tier 1,0,On-Time,No,2448.91,Loyal & Satisfied
ORD1380,CUST153,Electronics,CASH ON DELIVERY,251.06,5,3,3,3.0,No,Tier 1,0,On-Time,No,238.51,Standard Order
ORD1381,CUST219,Electronics,CREDIT CARD,808.3,5,6,6,5.0,Yes,Tier 1,0,On-Time,No,767.88,Standard Order
ORD1382,CUST260,Electronics,CREDIT CARD,1924.14,5,5,6,5.0,No,Tier 2,1,Unknown Status,No,1827.93,Loyal & Satisfied
ORD1383,CUST251,Electronics,CREDIT CARD,928.18,0,6,6,3.0,Yes,Tier 2,0,On-Time,No,928.18,Standard Order
ORD1384,CUST215,Electronics,UPI,573.15,15,5,6,1.0,Yes,Tier 1,1,Unknown Status,No,487.18,Standard Order
ORD1385,CUST174,Home & Kitchen,UPI,497.85,10,6,6,4.0,No,Tier 1,0,On-Time,No,448.07,Standard Order
ORD1386,CUST212,Fashion,DEBIT CARD,369.21,15,3,3,5.0,No,Tier 1,0,On-Time,No,313.83,Standard Order
ORD1387,CUST299,Beauty,CREDIT CARD,2534.98,0,5,7,4.0,No,Tier 2,2,Unknown Status,No,2534.98,Loyal & Satisfied
ORD1388,CUST263,Books,CASH ON DELIVERY,1227.8,5,2,2,5.0,Yes,Tier 1,0,On-Time,No,1166.41,Standard Order
ORD1389,CUST265,Fashion,CASH ON DELIVERY,295.35,15,5,5,4.0,No,Tier 2,0,On-Time,No,251.05,Standard Order
ORD1390,CUST203,Fashion,CREDIT CARD,778.65,10,3,3,4.0,Yes,Tier 1,0,On-Time,No,700.78,Standard Order
ORD1391,CUST183,Fashion,CREDIT CARD,750.13,10,7,7,1.0,No,Tier 2,0,On-Time,No,675.12,Standard Order
ORD1392,CUST326,Home & Kitchen,CREDIT CARD,440.69,5,5,4,3.0,No,Tier 3,-1,Early,No,418.66,Standard Order
ORD1393,CUST211,Fashion,UPI,886.19,30,6,7,4.0,No,Tier 1,1,Unknown Status,No,620.33,Standard Order
ORD1394,CUST316,Home & Kitchen,UPI,684.34,5,6,6,4.0,No,Tier 2,0,On-Time,No,650.12,Standard Order
ORD1395,CUST198,Fashion,UPI,701.9,10,7,7,4.0,Yes,Tier 3,0,On-Time,No,631.71,Standard Order
ORD1396,CUST252,Home & Kitchen,UPI,1812.0,15,3,10,4.0,No,Tier 1,7,Severe Delay,No,1540.2,Loyal & Satisfied
ORD1397,CUST192,Fashion,CASH ON DELIVERY,503.18,10,4,4,3.0,No,Tier 2,0,On-Time,No,452.86,Standard Order
ORD1398,CUST245,Fashion,CASH ON DELIVERY,1432.2,5,6,8,4.0,No,Tier 1,2,Unknown Status,No,1360.59,Loyal & Satisfied
ORD1399,CUST227,Beauty,DEBIT CARD,1214.58,10,2,1,2.0,No,Tier 2,-1,Early,No,1093.12,Standard Order
ORD1400,CUST209,Books,UPI,1207.45,20,3,3,3.0,Yes,Tier 1,0,On-Time,No,965.96,Standard Order
ORD1401,CUST181,Electronics,UPI,1505.23,5,5,7,4.0,No,Tier 3,2,Unknown Status,No,1429.97,Loyal & Satisfied
ORD1402,CUST293,Beauty,UPI,1153.9,0,5,5,4.0,No,Tier 2,0,On-Time,No,1153.9,Loyal & Satisfied
